"ka","ke","v0","tlag1","prob"
0.476400890350342,0.0487894233465195,94.7892029285431,0.369384002685547,0.194609522332585
0.349166851043701,0.0674023662567139,43.7301785945892,2.39557962417603,0.150694675384754
0.796400890350342,0.0487894233465195,112.789202928543,1.16938400268555,0.10427726371213
0.254127521514892,0.0559879294633865,44.8748767375946,1.75351333618164,0.106471661445031
0.156400890350342,0.0685894233465195,112.789202928543,0.369384002685547,0.0529136382474255
0.796400890350342,0.0487894233465195,94.7892029285431,2.76938400268555,0.050540225088936
0.829166851043701,0.0476023662567139,43.7301785945892,2.39557962417603,0.0467968858082122
0.476400890350342,0.0685894233465195,94.7892029285431,0.369384002685547,0.047677428563619
0.636400890350342,0.0289894233465195,112.789202928543,0.369384002685547,0.0442368754200649
0.829166851043701,0.0278023662567139,61.7301785945892,1.59557962417603,0.0712124114593733
0.796400890350342,0.0289894233465195,94.7892029285431,1.16938400268555,0.084842045147707
0.349166851043701,0.0278023662567139,61.7301785945892,0.795579624176025,0.0286827451927282
0.636400890350342,0.0289894233465195,94.7892029285431,1.16938400268555,0.0170446221974338
