1,577.6744363779112,2
2,516.6378452386195,5
3,508.190791150916,8
4,507.15868676784953,10
5,496.73727998952626,7
6,494.60229283353146,10
7,493.8707814223469,10
8,493.8707814223469,10
9,492.3363805914529,10
10,491.9390755049671,10
11,491.4060313364672,9
12,491.36613909570787,9
13,491.35032730430254,9
14,491.35023075580216,9
15,490.4472774362193,11
16,490.0501074656373,11
17,490.0256691152694,10
18,490.00211270593786,9
19,489.98655556442014,9
20,489.97962763765184,9
21,489.97907748302845,9
22,489.97907748302845,9
23,489.7094976232525,9
24,489.69823197268767,9
25,489.6908817830957,9
26,489.684803497957,8
27,489.67936846711365,7
28,489.6758333319724,7
29,489.6758333319724,7
30,489.62565476458803,8
31,489.5999912037053,7
32,489.59753116069453,9
33,489.5933143976066,9
34,489.57636944561557,8
35,489.5748549348572,8
36,489.5737775996504,8
37,489.57314392468425,8
38,489.57296017267544,8
39,489.5440048112108,8
40,489.52305886304345,9
41,489.51752541104963,7
42,489.51556578908935,9
43,489.5025349056696,7
44,489.49407204432566,8
45,489.4931557206991,7
46,489.48880099011456,10
47,489.4839571251387,8
48,489.4824319022173,7
49,489.48118114106273,8
50,489.475546610464,10
51,489.47314821777184,7
52,489.4730342751411,7
53,489.46833221204633,10
54,489.4619627430984,9
55,489.4580962709363,8
56,489.4570664401983,10
57,489.45296479695577,9
58,489.44966242796295,8
59,489.4473953733835,8
60,489.4448397904075,7
61,489.44295174394006,9
62,489.44187468303517,8
63,489.44162770433104,8
64,489.43997503227604,8
65,489.4387314217517,8
66,489.4382629519675,8
67,489.43779267032744,13
68,489.4362182943541,9
69,489.43540689598603,9
70,489.4353165672403,9
71,489.4252719386181,9
72,489.4215476418779,9
73,489.419593775973,7
74,489.4188065931949,10
75,489.41642368038265,11
76,489.41331922862014,12
77,489.41107741332775,8
78,489.409798981374,12
79,489.40911458443384,17
80,489.4064161548722,14
81,489.40394053914594,10
82,489.4023428090799,13
83,489.4012531136327,9
84,489.4003807999396,13
85,489.3978676084361,15
86,489.3962016164042,12
87,489.3942445830512,9
88,489.3931227106006,10
89,489.3929039634822,14
90,489.3924991430516,14
91,489.3920942489084,12
92,489.3918352160209,10
93,489.3916923721347,11
94,489.39169234700637,10
95,489.39169234700637,10
96,489.39169234700637,10
97,489.39169234700637,10
98,489.39169234700637,10
99,489.39054117851856,9
100,489.38135618694173,8
