ka,ke,vint,vsl,prob
0.07995112180709837,0.008363771438598455,2.56943416595459,0.6865020990371704,0.1040172470473176
0.13995112180709837,1.2083637714385986,2.56943416595459,0.6865020990371704,0.19749286662779414
0.019951121807098376,0.6083637714385985,10.56943416595459,3.6865020990371704,0.03687449087611764
0.13995112180709837,1.2083637714385986,10.56943416595459,0.6865020990371704,0.21024686742211526
0.07995112180709837,0.008363771438598455,10.56943416595459,0.6865020990371704,0.08166188824718391
0.07995112180709837,0.008363771438598455,2.56943416595459,1.6865020990371704,0.1097560170475891
0.13995112180709837,0.6083637714385985,10.56943416595459,3.6865020990371704,0.015108583388428805
0.13995112180709837,1.2083637714385986,26.56943416595459,0.6865020990371704,0.055168873134445885
0.07995112180709837,0.008363771438598455,26.56943416595459,0.6865020990371704,0.12611264301705982
0.07995112180709837,0.3083637714385985,18.56943416595459,0.6865020990371704,0.0004977926175807975
0.13995112180709837,0.3083637714385985,18.56943416595459,0.6865020990371704,0.0038609020439898446
0.07995112180709837,0.008363771438598455,18.56943416595459,0.6865020990371704,0.05886050821319012
0.07995112180709837,0.3083637714385985,2.56943416595459,1.6865020990371704,0.0003413203171870682
