"","Ka","Ke","V","Tlag1"
"Ka",0.0597154237100722,-0.00349612502242319,3.23089181529565,0.0102643332171948
"Ke",-0.00349612502242319,0.000407253094988415,-0.24873322688846,0.00125824139628473
"V",3.23089181529565,-0.24873322688846,718.961905854842,-9.96064299726802
"Tlag1",0.0102643332171948,0.00125824139628473,-9.96064299726802,0.518406670313634
