"","Ka","Ke","V0","Tlag1"
"Ka",0.0310958237839402,-0.000662159941548425,2.65536128858405,0.00621895905396408
"Ke",-0.000662159941548425,0.000166000665994633,-0.100037172663211,0.000748820208110221
"V0",2.65536128858405,-0.100037172663211,718.492692964317,-9.53699250294902
"Tlag1",0.00621895905396408,0.000748820208110221,-9.53699250294902,0.641571472194564
